location_id,casualties,fatalities,year,position_id,day_bool,crashtype_id,dui_bool,drugs_bool
BORDERTOWN,1,0,2016,T-Junction,TRUE,Roll Over,FALSE,FALSE
ANDREWS FARM,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,TRUE
LIGHT PASS,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
SALISBURY EAST,1,0,2016,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
TWO WELLS,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
TAPEROO,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
WINGFIELD,1,0,2016,Not Divided,TRUE,Right Angle,FALSE,FALSE
MONTEITH,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
IWANTJA,2,0,2016,Not Divided,TRUE,Hit Fixed Object,TRUE,FALSE
MIDDLE RIVER,3,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
AVENUE RANGE,3,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
BRAHMA LODGE,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
SALISBURY EAST,1,0,2016,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
RENOWN PARK,1,0,2016,T-Junction,TRUE,Side Swipe,FALSE,FALSE
SEAFORD RISE,1,0,2016,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
VIRGINIA,2,0,2016,Not Divided,FALSE,Head On,TRUE,FALSE
TRURO,1,0,2016,Not Divided,FALSE,Head On,FALSE,TRUE
BLANCHETOWN,1,0,2016,Not Divided,FALSE,Roll Over,FALSE,FALSE
WHYALLA,1,0,2016,Not Divided,TRUE,Hit Parked Vehicle,FALSE,FALSE
ALDINGA BEACH,2,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
COLLINSWOOD,1,0,2016,T-Junction,FALSE,Hit Pedestrian,TRUE,FALSE
NOARLUNGA DOWNS,1,0,2016,Freeway,TRUE,Hit Fixed Object,FALSE,FALSE
ADELAIDE AIRPORT,2,0,2016,One Way,TRUE,Hit Parked Vehicle,FALSE,FALSE
GREENOCK,5,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
PORT AUGUSTA WEST,1,0,2016,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
LARGS BAY,1,0,2016,Divided Road,TRUE,Hit Parked Vehicle,FALSE,TRUE
SEDDON,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
NACKARA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
SALISBURY EAST,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
TAYLORVILLE,1,0,2016,Not Divided,TRUE,Hit Animal,FALSE,FALSE
SEAFORD MEADOWS,2,1,2017,Cross Road,FALSE,Hit Fixed Object,FALSE,TRUE
BOLIVAR,5,2,2017,T-Junction,TRUE,Right Turn,FALSE,FALSE
SALISBURY PLAIN,1,1,2017,Not Divided,TRUE,Rear End,TRUE,FALSE
TAILEM BEND,1,1,2017,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
NORWOOD,1,1,2017,Divided Road,TRUE,Hit Parked Vehicle,FALSE,TRUE
TUSMORE,1,1,2017,Cross Road,TRUE,Hit Pedestrian,FALSE,FALSE
MOORAK,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,TRUE
HASLAM,1,1,2017,Not Divided,FALSE,Roll Over,TRUE,TRUE
WINDSOR,1,1,2017,T-Junction,FALSE,Right Angle,TRUE,TRUE
KUITPO,4,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
MAITLAND,3,3,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
TODMORDEN,1,1,2017,Not Divided,TRUE,Roll Over,TRUE,TRUE
KURRALTA PARK,1,1,2017,Divided Road,FALSE,Hit Pedestrian,TRUE,FALSE
ROWLAND FLAT,2,1,2017,Not Divided,FALSE,Roll Over,TRUE,FALSE
INGLEWOOD,1,1,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
BRIGHTON,1,1,2017,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
ADELAIDE,1,1,2017,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
WILLIAMSTOWN,1,1,2017,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
TANUNDA,1,1,2017,Other,TRUE,Hit Fixed Object,FALSE,FALSE
KANGARILLA,1,1,2017,Not Divided,TRUE,Roll Over,FALSE,TRUE
LARGS BAY,1,1,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
CAMDEN PARK,1,1,2017,Divided Road,FALSE,Hit Pedestrian,TRUE,TRUE
TAILEM BEND,1,1,2017,Not Divided,FALSE,Roll Over,FALSE,TRUE
KALBEEBA,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
PLYMPTON,1,1,2017,Divided Road,FALSE,Right Turn,FALSE,TRUE
COONALPYN,3,1,2017,Not Divided,TRUE,Head On,FALSE,FALSE
CLOVELLY PARK,1,1,2017,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
KANGAROO INN,2,1,2017,Not Divided,TRUE,Head On,TRUE,FALSE
DOVER GARDENS,1,1,2017,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
RIDGEHAVEN,1,1,2017,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
HENLEY BEACH,1,1,2017,Not Divided,FALSE,Hit Parked Vehicle,FALSE,FALSE
ADELAIDE,1,1,2017,Not Divided,FALSE,Hit Pedestrian,TRUE,FALSE
PORT ADELAIDE,1,1,2017,Cross Road,TRUE,Roll Over,FALSE,FALSE
WILMINGTON,2,1,2017,Not Divided,FALSE,Roll Over,TRUE,FALSE
SHEA-OAK LOG,3,1,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
WINGFIELD,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
HACKHAM,1,1,2017,Other,FALSE,Hit Pedestrian,FALSE,FALSE
BOOKPURNONG,2,1,2017,Not Divided,TRUE,Side Swipe,FALSE,FALSE
ANANGU PITJANTJATJARA YANKUNYTJATJARA,1,1,2017,Not Divided,TRUE,Roll Over,FALSE,TRUE
MOUNT TORRENS,1,1,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
TUMBY BAY,2,1,2017,Not Divided,TRUE,Head On,FALSE,FALSE
PANDURRA,3,1,2017,Not Divided,FALSE,Head On,TRUE,TRUE
PORT WAKEFIELD,1,1,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
BURRA,4,1,2017,Not Divided,FALSE,Head On,FALSE,TRUE
ELIZABETH PARK,1,1,2017,Cross Road,TRUE,Side Swipe,FALSE,FALSE
NARACOORTE,1,1,2017,Multiple,TRUE,Hit Fixed Object,FALSE,FALSE
TWO WELLS,2,2,2017,Divided Road,FALSE,Head On,TRUE,FALSE
WHYALLA BARSON,1,1,2017,Divided Road,TRUE,Hit Fixed Object,TRUE,FALSE
PADTHAWAY,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
AMERICAN RIVER,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
RISDON PARK SOUTH,1,1,2017,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
ONKAPARINGA HILLS,2,1,2017,T-Junction,TRUE,Side Swipe,FALSE,FALSE
KENSINGTON GARDENS,1,1,2017,Other,FALSE,Hit Pedestrian,FALSE,FALSE
LEAWOOD GARDENS,1,1,2017,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
BURTON,2,1,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
ST MARYS,1,1,2017,Cross Road,FALSE,Hit Pedestrian,FALSE,FALSE
HOPE GAP,4,2,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
MAWSON LAKES,1,1,2017,Divided Road,TRUE,Roll Over,TRUE,TRUE
FORRESTON,1,1,2017,T-Junction,FALSE,Hit Fixed Object,TRUE,FALSE
WARNERTOWN,3,1,2017,T-Junction,FALSE,Rear End,FALSE,FALSE
MOUNT MCKENZIE,1,1,2017,Not Divided,TRUE,Hit Animal,FALSE,FALSE
KURRALTA PARK,1,1,2017,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
GLENELG,1,1,2017,Not Divided,FALSE,Hit Pedestrian,FALSE,FALSE
GAWLER,1,1,2017,Cross Road,TRUE,Hit Pedestrian,FALSE,FALSE
KAPUNDA,3,1,2017,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
BURTON,1,1,2017,Not Divided,FALSE,Hit Pedestrian,FALSE,FALSE
WOODSIDE,1,1,2017,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
SWANPORT,2,1,2017,Freeway,TRUE,Head On,FALSE,FALSE
CHAIN OF PONDS,1,1,2017,Not Divided,TRUE,Side Swipe,FALSE,FALSE
LOWER LIGHT,6,1,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
TANUNDA,2,1,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
GILLMAN,2,1,2017,Freeway,FALSE,Head On,FALSE,FALSE
HOPE VALLEY,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
TOOPERANG,2,2,2017,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
CHANDLERS HILL,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
GLENSIDE,2,1,2017,T-Junction,FALSE,Right Angle,FALSE,FALSE
ELIZABETH,1,1,2017,Divided Road,TRUE,Right Angle,TRUE,FALSE
SALISBURY EAST,2,1,2017,Cross Road,FALSE,Right Angle,FALSE,FALSE
SALISBURY EAST,3,1,2017,Divided Road,TRUE,Head On,FALSE,TRUE
LYNDOCH,3,2,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
PARA HILLS WEST,3,1,2017,T-Junction,TRUE,Right Angle,FALSE,TRUE
ANDREWS FARM,2,1,2017,T-Junction,TRUE,Right Turn,FALSE,FALSE
NAIRNE,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
MILLICENT,1,1,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
MYPONGA,2,1,2017,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
FINDON,1,1,2017,Other,FALSE,Hit Fixed Object,FALSE,FALSE
PENFIELD GARDENS,1,1,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
NOVAR GARDENS,1,1,2017,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
MOUNT CRAWFORD,1,1,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
MONTEITH,1,1,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
WAIKERIE,1,1,2017,Not Divided,FALSE,Hit Fixed Object,TRUE,TRUE
VIRGINIA,1,1,2017,Divided Road,FALSE,Hit Fixed Object,FALSE,FALSE
PROSPECT,1,1,2017,Not Divided,FALSE,Hit Pedestrian,TRUE,FALSE
ROSEWORTHY,4,0,2017,Not Divided,FALSE,Head On,FALSE,TRUE
GLENELG NORTH,4,0,2017,T-Junction,FALSE,Right Turn,FALSE,FALSE
STONE WELL,5,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
WANDILO,4,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
TAILEM BEND,3,0,2017,T-Junction,TRUE,Right Turn,FALSE,FALSE
CURRENCY CREEK,4,0,2017,Not Divided,TRUE,Right Angle,FALSE,FALSE
CUTTLEFISH BAY,3,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
HACKHAM,3,0,2017,Not Divided,TRUE,Hit Parked Vehicle,FALSE,FALSE
ROYAL PARK,3,0,2017,Cross Road,TRUE,Hit Fixed Object,FALSE,FALSE
WATCHMAN,2,0,2017,Not Divided,TRUE,Head On,TRUE,FALSE
NEALES FLAT,3,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
WESTBOURNE PARK,3,0,2017,Divided Road,TRUE,Rear End,FALSE,FALSE
FLAXLEY,2,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
TEA TREE GULLY,2,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
CURRENCY CREEK,2,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
KURRALTA PARK,4,0,2017,Divided Road,FALSE,Rear End,FALSE,FALSE
MUNDOORA,2,0,2017,Not Divided,FALSE,Roll Over,TRUE,FALSE
SEDDON,3,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
PORT ELLIOT,2,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
STIRLING,2,0,2017,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
GILLES PLAINS,2,0,2017,T-Junction,TRUE,Rear End,FALSE,FALSE
GLENELG EAST,3,0,2017,Multiple,TRUE,Right Turn,FALSE,FALSE
VIRGINIA,6,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
SNOWTOWN,3,0,2017,Not Divided,TRUE,Rear End,FALSE,FALSE
RHYNIE,2,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
PARADISE,2,0,2017,Cross Road,TRUE,Right Turn,FALSE,FALSE
COOBER PEDY,2,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
BLYTH,5,0,2017,T-Junction,FALSE,Right Angle,FALSE,FALSE
CHANDLERS HILL,2,0,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
STOCKPORT,2,0,2017,Not Divided,TRUE,Other,FALSE,FALSE
DINGABLEDINGA,2,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
SHERINGA,2,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
WILLUNGA SOUTH,2,0,2017,Not Divided,TRUE,Side Swipe,FALSE,FALSE
WARNERTOWN,4,0,2017,Not Divided,FALSE,Rear End,FALSE,FALSE
SALISBURY EAST,2,0,2017,Cross Road,TRUE,Right Turn,FALSE,FALSE
BUNGAMA,2,0,2017,Not Divided,TRUE,Left Road - Out of Control,FALSE,FALSE
CAVAN,2,0,2017,T-Junction,TRUE,Rear End,FALSE,FALSE
PASADENA,3,0,2017,T-Junction,TRUE,Head On,FALSE,FALSE
PADTHAWAY,4,0,2017,Cross Road,TRUE,Rear End,FALSE,FALSE
WAIKERIE,2,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
EYRE,4,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
MOOROOK,2,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
FREELING,2,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
ELIZABETH,2,0,2017,Divided Road,TRUE,Side Swipe,FALSE,FALSE
CARAWA,2,0,2017,Not Divided,FALSE,Roll Over,FALSE,FALSE
HOUGHTON,4,0,2017,Not Divided,FALSE,Head On,TRUE,FALSE
FINNISS,2,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
WOODVILLE PARK,2,0,2017,Cross Road,TRUE,Right Turn,FALSE,FALSE
THE RANGE,4,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
OSBORNE,2,0,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
CRYSTAL BROOK,2,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
IRON KNOB,2,0,2017,Not Divided,FALSE,Hit Animal,FALSE,FALSE
NORMANVILLE,4,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
KANGARILLA,3,0,2017,Not Divided,TRUE,Hit Fixed Object,TRUE,FALSE
PENFIELD GARDENS,6,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
SELLICKS HILL,3,0,2017,Cross Road,FALSE,Right Angle,TRUE,FALSE
SEMAPHORE PARK,2,0,2017,Not Divided,FALSE,Hit Parked Vehicle,FALSE,FALSE
BIRKENHEAD,1,0,2017,T-Junction,FALSE,Right Angle,FALSE,FALSE
ANANGU PITJANTJATJARA YANKUNYTJATJARA,2,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
KILKENNY,5,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
ST MARYS,1,0,2017,Divided Road,TRUE,Side Swipe,FALSE,FALSE
NANGWARRY,1,0,2017,Not Divided,TRUE,Rear End,FALSE,FALSE
TUNKALILLA,1,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
MONARTO,1,0,2017,T-Junction,TRUE,Head On,FALSE,FALSE
CARPENTER ROCKS,1,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
REGENCY PARK,1,0,2017,Cross Road,FALSE,Rear End,FALSE,FALSE
GEPPS CROSS,1,0,2017,Multiple,TRUE,Right Angle,FALSE,FALSE
VERDUN,1,0,2017,Freeway,TRUE,Hit Fixed Object,FALSE,FALSE
MERRITON,1,0,2017,Not Divided,TRUE,Rear End,FALSE,FALSE
PARA HILLS,11,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
NORWOOD,1,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
ADELAIDE,1,0,2017,Divided Road,TRUE,Right Angle,FALSE,FALSE
MILLBROOK,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
FORESTVILLE,1,0,2017,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
SALISBURY PARK,1,0,2017,Divided Road,TRUE,Rear End,FALSE,FALSE
CAMBRAI,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
SELLICKS HILL,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
KUITPO,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
LEAWOOD GARDENS,1,0,2017,Divided Road,TRUE,Roll Over,FALSE,FALSE
HOLDEN HILL,1,0,2017,Divided Road,TRUE,Hit Parked Vehicle,FALSE,FALSE
ROXBY DOWNS,1,0,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
UNLEY,1,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
WILLIAMSTOWN,1,0,2017,Not Divided,TRUE,Rear End,FALSE,FALSE
NORTH BRIGHTON,2,0,2017,Divided Road,TRUE,Side Swipe,FALSE,FALSE
KERSBROOK,1,0,2017,Not Divided,FALSE,Hit Object on Road,FALSE,FALSE
CLARENCE GARDENS,2,0,2017,Divided Road,TRUE,Roll Over,FALSE,FALSE
SELLICKS HILL,1,0,2017,Not Divided,TRUE,Rear End,FALSE,FALSE
MARDEN,1,0,2017,Divided Road,TRUE,Side Swipe,TRUE,FALSE
WHYALLA PLAYFORD,2,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
WYE,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
FERRYDEN PARK,1,0,2017,Cross Road,FALSE,Roll Over,FALSE,FALSE
SPRINGTON,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
ADELAIDE,1,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
MEDINDIE,1,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
SEDAN,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
TOTHILL CREEK,1,0,2017,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
SNOWTOWN,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
KERSBROOK,1,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
COFFIN BAY,1,0,2017,Not Divided,FALSE,Hit Object on Road,FALSE,FALSE
STIRLING,1,0,2017,Not Divided,TRUE,Side Swipe,FALSE,FALSE
REDBANKS,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
VIRGINIA,1,0,2017,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
MOUNT BARKER,1,0,2017,Not Divided,TRUE,Rear End,FALSE,FALSE
KORUNYE,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
EDEN HILLS,1,0,2017,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
LINDEN PARK,1,0,2017,Cross Road,TRUE,Hit Fixed Object,FALSE,FALSE
KOORINE,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
FULLARTON,2,0,2017,Not Divided,TRUE,Side Swipe,FALSE,FALSE
RIDLEYTON,1,0,2017,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
BERRI,1,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
WEST BEACH,1,0,2017,Not Divided,TRUE,Side Swipe,FALSE,FALSE
WHYALLA STUART,2,0,2017,Divided Road,TRUE,Right Angle,TRUE,FALSE
WALKERVILLE,1,0,2017,T-Junction,TRUE,Rear End,FALSE,FALSE
CHAPMAN BORE,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
HAWTHORNDENE,1,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
PORT WAKEFIELD,1,0,2017,Divided Road,TRUE,Side Swipe,FALSE,FALSE
RIDGEHAVEN,2,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
GREENOCK,1,0,2017,Divided Road,FALSE,Other,FALSE,FALSE
SOUTHEND,1,0,2017,Not Divided,FALSE,Hit Animal,FALSE,FALSE
BRIDGEWATER,1,0,2017,Interchange,TRUE,Rear End,FALSE,FALSE
KILKENNY,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
MYLOR,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
HUNTFIELD HEIGHTS,2,0,2017,T-Junction,TRUE,Right Turn,FALSE,FALSE
SENIOR,1,0,2017,Not Divided,TRUE,Right Angle,FALSE,FALSE
WALKLEY HEIGHTS,1,0,2017,Cross Road,TRUE,Hit Pedestrian,FALSE,FALSE
WEST BEACH,1,0,2017,Not Divided,FALSE,Hit Parked Vehicle,FALSE,FALSE
TANTANOOLA,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
CRAFERS,1,0,2017,Ramp Off,TRUE,Roll Over,FALSE,FALSE
BARMERA,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
NANGKITA,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
MARION,2,0,2017,T-Junction,FALSE,Right Angle,FALSE,FALSE
STEPNEY,1,0,2017,Cross Road,TRUE,Hit Fixed Object,FALSE,FALSE
PORT ADELAIDE,1,0,2017,Freeway,TRUE,Roll Over,FALSE,FALSE
GLENELG NORTH,1,0,2017,Cross Road,FALSE,Rear End,FALSE,FALSE
INNESTON,2,0,2017,T-Junction,FALSE,Hit Fixed Object,FALSE,TRUE
EVERARD PARK,1,0,2017,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
VIRGINIA,2,0,2017,Not Divided,TRUE,Hit Animal,FALSE,FALSE
TORRENSVILLE,1,0,2017,T-Junction,TRUE,Side Swipe,FALSE,FALSE
SEAFORD RISE,1,0,2017,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
LEWISTON,1,0,2017,Cross Road,FALSE,Side Swipe,FALSE,FALSE
BRAHMA LODGE,1,0,2017,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
GOULD CREEK,1,0,2017,Not Divided,TRUE,Right Turn,FALSE,FALSE
HOPE VALLEY,1,0,2017,T-Junction,TRUE,Right Turn,FALSE,FALSE
WARRADALE,1,0,2017,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
ADELAIDE,1,0,2017,Not Divided,FALSE,Side Swipe,FALSE,FALSE
MOUNT JAGGED,1,0,2017,Not Divided,TRUE,Head On,FALSE,FALSE
REGENCY PARK,1,0,2017,Not Divided,TRUE,Rear End,FALSE,FALSE
TEA TREE GULLY,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
CARRICKALINGA,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
LONSDALE,1,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
ROBE,2,0,2017,Not Divided,TRUE,Hit Parked Vehicle,FALSE,FALSE
WINDSOR GARDENS,1,0,2017,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
STRATHALBYN,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
WOODVILLE PARK,1,0,2017,Divided Road,TRUE,Hit Fixed Object,TRUE,FALSE
JAMESTOWN,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
EURELIA,1,0,2017,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
VICTOR HARBOR,1,0,2017,Not Divided,TRUE,Side Swipe,FALSE,FALSE
KENT TOWN,1,0,2017,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
HAPPY VALLEY,1,0,2017,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
WEST CROYDON,1,0,2017,T-Junction,TRUE,Right Angle,FALSE,FALSE
ELIZABETH PARK,1,0,2017,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
ADELAIDE,1,0,2017,Divided Road,FALSE,Roll Over,FALSE,FALSE
UNLEY,1,0,2017,T-Junction,FALSE,Right Angle,FALSE,FALSE
ADELAIDE,1,0,2017,Cross Road,TRUE,Right Turn,FALSE,FALSE
HILLIER,2,0,2017,Multiple,TRUE,Hit Fixed Object,FALSE,FALSE
ADELAIDE,1,0,2017,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
URRBRAE,1,0,2017,Cross Road,FALSE,Right Turn,FALSE,FALSE
SEDAN,4,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
CHERRY GARDENS,1,0,2017,Not Divided,TRUE,Left Road - Out of Control,FALSE,FALSE
KLEMZIG,1,0,2017,T-Junction,FALSE,Right Turn,FALSE,FALSE
PENFIELD GARDENS,1,0,2017,Cross Road,FALSE,Right Turn,FALSE,FALSE
PORT NOARLUNGA SOUTH,1,0,2017,Not Divided,FALSE,Hit Parked Vehicle,TRUE,FALSE
PORT AUGUSTA,1,0,2017,Not Divided,TRUE,Hit Fixed Object,TRUE,FALSE
BUGLE RANGES,1,0,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
HUMBUG SCRUB,1,0,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
LONSDALE,1,0,2017,Cross Road,TRUE,Hit Fixed Object,FALSE,FALSE
GOOLWA,3,0,2017,Divided Road,TRUE,Head On,FALSE,FALSE
LEAWOOD GARDENS,1,0,2017,Freeway,TRUE,Roll Over,FALSE,FALSE
REGENCY PARK,1,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
BRIDGEWATER,2,0,2017,Freeway,TRUE,Side Swipe,FALSE,FALSE
LAMEROO,1,0,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
NURIOOTPA,1,0,2017,Cross Road,TRUE,Right Angle,FALSE,FALSE
ST MORRIS,1,0,2017,Pedestrian Crossing,TRUE,Hit Pedestrian,FALSE,FALSE
PROSPECT,1,0,2017,Cross Road,FALSE,Hit Fixed Object,FALSE,FALSE
THEBARTON,1,0,2017,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
SALISBURY DOWNS,1,0,2017,Divided Road,TRUE,Rear End,FALSE,FALSE
MOUNT GAMBIER,1,0,2017,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
MAGILL,1,0,2017,T-Junction,TRUE,Rear End,FALSE,FALSE
BLYTH,1,0,2017,Not Divided,TRUE,Roll Over,FALSE,FALSE
ONE TREE HILL,1,0,2017,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
