location_id,casualties,fatalities,year,position_id,day_bool,crashtype_id,dui_bool,drugs_bool
VICTOR HARBOR,4,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
EDWARDSTOWN,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
PORT ADELAIDE,1,0,2016,Cross Road,TRUE,Side Swipe,FALSE,FALSE
CHINBINGINA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
RENMARK,3,0,2016,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
CRYSTAL BROOK,3,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
MAGILL,1,0,2016,Cross Road,TRUE,Right Turn,FALSE,FALSE
ADELAIDE,1,0,2016,Cross Road,TRUE,Rear End,FALSE,FALSE
BUCHFELDE,2,0,2016,T-Junction,FALSE,Side Swipe,FALSE,FALSE
WINGFIELD,1,0,2016,Freeway,TRUE,Roll Over,FALSE,FALSE
SHEA-OAK LOG,3,0,2016,T-Junction,TRUE,Right Turn,FALSE,FALSE
OVINGHAM,1,0,2016,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
CAMBRAI,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
BLINMAN,1,0,2016,Not Divided,TRUE,Hit Animal,FALSE,FALSE
HACKHAM WEST,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
PENFIELD,1,0,2016,Freeway,FALSE,Roll Over,FALSE,FALSE
ROYAL PARK,1,0,2016,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
PARADISE,1,0,2016,T-Junction,FALSE,Hit Pedestrian,FALSE,FALSE
MURRAY BRIDGE,1,0,2016,Not Divided,TRUE,Hit Parked Vehicle,FALSE,FALSE
PLYMPTON,1,0,2016,T-Junction,FALSE,Hit Pedestrian,TRUE,FALSE
ST PETERS,1,0,2016,T-Junction,TRUE,Rear End,FALSE,FALSE
GLYNDE,1,0,2016,T-Junction,TRUE,Right Turn,FALSE,FALSE
ST MARYS,1,0,2016,Divided Road,FALSE,Hit Fixed Object,FALSE,FALSE
TROTT PARK,1,0,2016,T-Junction,FALSE,Hit Fixed Object,TRUE,FALSE
EVANSTON,1,0,2016,T-Junction,FALSE,Hit Fixed Object,TRUE,FALSE
MOUNT BARKER,2,0,2016,Not Divided,TRUE,Head On,FALSE,FALSE
PARACOMBE,1,0,2016,Not Divided,TRUE,Head On,FALSE,FALSE
MOUNT PLEASANT,2,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
ST MARYS,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
MYPONGA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
GERMAN CREEK,1,0,2016,Cross Road,TRUE,Roll Over,FALSE,FALSE
HILLCREST,1,0,2016,Not Divided,FALSE,Hit Pedestrian,TRUE,FALSE
CARRICKALINGA,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
PARIS CREEK,1,0,2016,Not Divided,FALSE,Hit Animal,FALSE,FALSE
TOWITTA,1,0,2016,Not Divided,TRUE,Left Road - Out of Control,FALSE,FALSE
PARILLA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
MAWSON LAKES,1,0,2016,T-Junction,TRUE,Rear End,FALSE,FALSE
PADTHAWAY,3,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
HACKHAM WEST,3,0,2016,Cross Road,FALSE,Rear End,FALSE,FALSE
ADELAIDE,1,0,2016,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
STRATHALBYN,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
SMITHFIELD,1,0,2016,Divided Road,TRUE,Side Swipe,FALSE,FALSE
GRANGE,1,0,2016,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
NAIRNE,1,0,2016,Freeway,FALSE,Hit Pedestrian,FALSE,FALSE
MOUNT JAGGED,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
HOUGHTON,1,0,2016,Not Divided,TRUE,Head On,FALSE,FALSE
ALDINGA BEACH,1,0,2016,T-Junction,FALSE,Right Angle,TRUE,FALSE
KANGAROO FLAT,1,0,2016,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
GLENELG,1,0,2016,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
ADELAIDE,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
CUNLIFFE,3,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
MONASH,1,0,2016,Not Divided,FALSE,Roll Over,TRUE,FALSE
URRBRAE,1,0,2016,Cross Road,TRUE,Right Turn,FALSE,FALSE
CHANDLERS HILL,1,0,2016,Not Divided,FALSE,Hit Object on Road,FALSE,FALSE
KANGARILLA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
BURNSIDE,1,0,2016,Not Divided,FALSE,Hit Parked Vehicle,FALSE,FALSE
PARA HILLS WEST,1,0,2016,Not Divided,TRUE,Right Angle,FALSE,FALSE
VIRGINIA,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
WINDSOR,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
ALDINGA BEACH,1,0,2016,Not Divided,FALSE,Roll Over,TRUE,FALSE
MITCHELL PARK,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
MOUNT JAGGED,2,0,2016,Not Divided,FALSE,Head On,FALSE,FALSE
LAMEROO,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
PARACOMBE,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
DAVOREN PARK,1,0,2016,T-Junction,FALSE,Right Turn,FALSE,FALSE
LAMEROO,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
MOUNT BURR,1,0,2016,Not Divided,TRUE,Hit Fixed Object,TRUE,TRUE
MAITLAND,1,0,2016,Cross Road,FALSE,Roll Over,TRUE,FALSE
HINDMARSH,2,0,2016,Cross Road,FALSE,Right Turn,FALSE,FALSE
COONDAMBO,1,0,2016,Not Divided,FALSE,Roll Over,FALSE,FALSE
FLINDERS RANGES,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
WHYALLA STUART,1,0,2016,Cross Road,TRUE,Hit Pedestrian,FALSE,FALSE
COLONEL LIGHT GARDENS,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
WEST LAKES,1,0,2016,Cross Road,TRUE,Right Turn,FALSE,FALSE
BARATTA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
WHITE SANDS,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
BLACKWOOD,2,0,2016,Cross Road,FALSE,Hit Pedestrian,FALSE,FALSE
ROSSLYN PARK,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
TEA TREE GULLY,1,0,2016,T-Junction,TRUE,Rear End,FALSE,FALSE
GULFVIEW HEIGHTS,3,0,2016,T-Junction,FALSE,Right Turn,FALSE,FALSE
WINDSOR,7,0,2016,Not Divided,TRUE,Rear End,FALSE,TRUE
MERTY MERTY,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
PARA HILLS,1,0,2016,T-Junction,TRUE,Roll Over,FALSE,FALSE
MALLALA,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
EDINBURGH NORTH,1,0,2016,T-Junction,FALSE,Right Turn,FALSE,FALSE
STIRLING NORTH,1,0,2016,Not Divided,FALSE,Hit Object on Road,FALSE,FALSE
BURTON,1,0,2016,Cross Road,FALSE,Roll Over,FALSE,FALSE
ADELAIDE,1,0,2016,T-Junction,FALSE,Roll Over,FALSE,FALSE
GOLDEN GROVE,2,0,2016,T-Junction,FALSE,Right Angle,FALSE,FALSE
NORTH SHIELDS,2,0,2016,T-Junction,FALSE,Right Turn,FALSE,FALSE
PARK HOLME,1,0,2016,Pedestrian Crossing,TRUE,Right Angle,FALSE,FALSE
HINDMARSH,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
DRY CREEK,1,0,2016,Freeway,FALSE,Hit Fixed Object,FALSE,FALSE
REDHILL,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,TRUE
WALKERVILLE,1,0,2016,T-Junction,FALSE,Right Angle,FALSE,FALSE
HECTORVILLE,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
COORONG,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
WHYALLA NORRIE,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
ADELAIDE,1,0,2016,Not Divided,TRUE,Side Swipe,FALSE,FALSE
TAPLAN,1,0,2016,Not Divided,FALSE,Roll Over,FALSE,FALSE
ADELAIDE,1,0,2016,Not Divided,TRUE,Side Swipe,FALSE,FALSE
BOWHILL,1,0,2016,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
DARLINGTON,1,0,2016,Divided Road,TRUE,Rear End,FALSE,FALSE
SOUTH PLYMPTON,1,0,2016,Cross Road,TRUE,Right Turn,FALSE,FALSE
SHEIDOW PARK,1,0,2016,T-Junction,FALSE,Right Angle,FALSE,FALSE
RIDGEHAVEN,1,0,2016,Not Divided,FALSE,Hit Parked Vehicle,FALSE,FALSE
ELIZABETH DOWNS,1,0,2016,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
SEMAPHORE PARK,1,0,2016,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
WOODVILLE PARK,1,0,2016,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
SEACOMBE GARDENS,2,0,2016,T-Junction,TRUE,Right Turn,FALSE,FALSE
CULTANA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
PENOLA,1,0,2016,Not Divided,FALSE,Hit Parked Vehicle,FALSE,FALSE
GLENELG,1,0,2016,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
BARMERA,2,0,2016,Multiple,TRUE,Right Angle,FALSE,FALSE
WEST LAKES SHORE,1,0,2016,T-Junction,FALSE,Right Angle,FALSE,FALSE
WYNARKA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
UCOLTA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
VICTOR HARBOR,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
BRAHMA LODGE,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
SALT CREEK,1,0,2016,Not Divided,TRUE,Hit Animal,FALSE,FALSE
SPRING GULLY,2,0,2016,Not Divided,TRUE,Side Swipe,FALSE,FALSE
TODMORDEN,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
ROSTREVOR,1,0,2016,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
ALDINGA,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
ROCKY GULLY,1,0,2016,Not Divided,TRUE,Hit Fixed Object,TRUE,FALSE
KULPARA,2,0,2016,Not Divided,TRUE,Head On,FALSE,FALSE
PARAFIELD GARDENS,1,0,2016,Not Divided,FALSE,Hit Pedestrian,TRUE,FALSE
BORDERTOWN,1,0,2016,Not Divided,FALSE,Roll Over,TRUE,FALSE
STRATHALBYN,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
WOODCHESTER,1,0,2016,Cross Road,TRUE,Roll Over,FALSE,FALSE
STIRLING,1,0,2016,Freeway,TRUE,Hit Fixed Object,FALSE,FALSE
SPRINGFIELD,1,0,2016,Divided Road,FALSE,Hit Fixed Object,FALSE,FALSE
MELROSE PARK,1,0,2016,Cross Road,TRUE,Right Turn,FALSE,FALSE
CHELTENHAM,1,0,2016,Cross Road,FALSE,Right Angle,FALSE,FALSE
OLD REYNELLA,3,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
ADELAIDE,1,0,2016,Cross Road,TRUE,Hit Pedestrian,FALSE,FALSE
PORT LINCOLN,4,0,2016,Divided Road,FALSE,Hit Fixed Object,FALSE,TRUE
CROYDON PARK,1,0,2016,Divided Road,FALSE,Hit Fixed Object,FALSE,FALSE
WELBOURN HILL,2,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
LEAWOOD GARDENS,1,0,2016,Freeway,TRUE,Side Swipe,FALSE,FALSE
ALDGATE,4,0,2016,Not Divided,TRUE,Head On,FALSE,TRUE
MOUNT GAMBIER,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
ROBE,1,0,2016,Not Divided,TRUE,Hit Object on Road,FALSE,FALSE
ONKAPARINGA HILLS,4,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
POOCHERA,1,0,2016,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
HOVE,1,0,2016,Divided Road,TRUE,Hit Parked Vehicle,FALSE,FALSE
CLIFTON HILLS STATION,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
ADELAIDE,1,0,2016,Cross Road,TRUE,Hit Pedestrian,FALSE,FALSE
WILLIAMSTOWN,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
MONTACUTE,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
HENLEY BEACH,1,0,2016,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
RENMARK,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
ENFIELD,1,0,2016,T-Junction,FALSE,Hit Pedestrian,FALSE,FALSE
SOUTH PLYMPTON,1,0,2016,Divided Road,TRUE,Hit Fixed Object,FALSE,TRUE
MORPHETT VALE,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
NORWOOD,1,0,2016,Not Divided,FALSE,Hit Pedestrian,FALSE,FALSE
YANKALILLA,1,0,2016,Not Divided,FALSE,Left Road - Out of Control,TRUE,FALSE
GLENGOWRIE,1,0,2016,Divided Road,FALSE,Side Swipe,FALSE,FALSE
BELAIR,1,0,2016,Not Divided,FALSE,Hit Object on Road,FALSE,FALSE
STRATHALBYN,2,0,2016,Not Divided,TRUE,Head On,FALSE,FALSE
BIRKENHEAD,2,0,2016,Not Divided,FALSE,Rear End,FALSE,FALSE
ASHFORD,1,0,2016,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
ROXBY DOWNS,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
BAKARA WELL,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
WITJIRA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
PORT LINCOLN,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
TWO WELLS,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
MITCHELL PARK,5,0,2016,Divided Road,FALSE,Rear End,FALSE,FALSE
CARAWA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
HAPPY VALLEY,1,0,2016,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
STRATHALBYN,1,0,2016,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
SMITHFIELD,1,0,2016,T-Junction,FALSE,Hit Fixed Object,TRUE,FALSE
ECHUNGA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
TINTINARA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
MONARTO SOUTH,1,0,2016,Freeway,FALSE,Rear End,FALSE,FALSE
GREENWITH,1,0,2016,Not Divided,FALSE,Hit Pedestrian,TRUE,FALSE
GLENELG,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
MORPHETT VALE,1,0,2016,Divided Road,TRUE,Rear End,FALSE,FALSE
BELAIR,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
ELIZABETH GROVE,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
MOUNT BARKER,2,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
ANGASTON,1,0,2016,T-Junction,TRUE,Roll Over,FALSE,FALSE
PANDURRA,2,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
ELIZABETH PARK,1,0,2016,Cross Road,FALSE,Right Turn,FALSE,FALSE
NORTH ADELAIDE,1,0,2016,Cross Road,FALSE,Right Angle,FALSE,FALSE
LOBETHAL,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
BROOKLYN PARK,1,0,2016,Divided Road,FALSE,Hit Parked Vehicle,FALSE,FALSE
DARLINGTON,1,0,2016,Divided Road,FALSE,Hit Fixed Object,FALSE,FALSE
MINNIPA,1,0,2016,Not Divided,TRUE,Left Road - Out of Control,FALSE,FALSE
CLARENCE GARDENS,1,0,2016,T-Junction,TRUE,Rear End,FALSE,FALSE
UCOLTA,1,0,2016,Not Divided,TRUE,Hit Animal,FALSE,FALSE
SEMAPHORE,1,0,2016,Divided Road,TRUE,Right Angle,FALSE,FALSE
POORAKA,1,0,2016,T-Junction,TRUE,Rear End,FALSE,FALSE
YALATA,2,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
PORT AUGUSTA,1,0,2016,Divided Road,FALSE,Hit Pedestrian,TRUE,FALSE
MORPHETT VALE,2,0,2016,Divided Road,TRUE,Rear End,FALSE,FALSE
COROMANDEL EAST,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
ELIZABETH SOUTH,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
BRUKUNGA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
ALDINGA BEACH,1,0,2016,Cross Road,FALSE,Hit Fixed Object,FALSE,FALSE
KANMANTOO,2,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
PURPLE DOWNS,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
RICHMOND,1,0,2016,Cross Road,FALSE,Right Angle,FALSE,FALSE
SALISBURY EAST,3,0,2016,Cross Road,FALSE,Right Angle,FALSE,FALSE
PENNESHAW,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
SEATON,1,0,2016,T-Junction,FALSE,Right Angle,FALSE,FALSE
WINNININNIE,1,0,2016,Not Divided,FALSE,Roll Over,FALSE,FALSE
HINDMARSH VALLEY,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
HENLEY BEACH SOUTH,1,0,2016,Cross Road,TRUE,Roll Over,FALSE,FALSE
SALISBURY,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
LOCKLEYS,1,0,2016,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
MYPONGA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
MARINO,1,0,2016,Not Divided,FALSE,Roll Over,FALSE,TRUE
RIDGEHAVEN,1,0,2016,Cross Road,TRUE,Left Road - Out of Control,FALSE,FALSE
MODBURY,3,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
FLINDERS RANGES,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
DIREK,1,0,2016,Cross Road,TRUE,Roll Over,FALSE,TRUE
MONARTO,1,0,2016,Not Divided,FALSE,Hit Fixed Object,TRUE,FALSE
DEVLINS POUND,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
ADELAIDE,1,0,2016,Cross Road,FALSE,Hit Pedestrian,FALSE,FALSE
VIVONNE BAY,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
FINNISS,2,0,2016,Not Divided,TRUE,Head On,FALSE,FALSE
LEWISTON,4,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
HUDDLESTON,1,0,2016,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
STANSBURY,1,0,2016,Not Divided,FALSE,Other,FALSE,FALSE
MALVERN,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
WILLUNGA HILL,1,0,2016,Not Divided,TRUE,Side Swipe,FALSE,FALSE
MACCLESFIELD,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
ECHUNGA,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
BRIMBAGO,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
OLD REYNELLA,1,0,2016,T-Junction,TRUE,Rear End,FALSE,FALSE
MARDEN,1,0,2016,Divided Road,FALSE,Hit Fixed Object,FALSE,FALSE
GREEN FIELDS,1,0,2016,T-Junction,TRUE,Rear End,FALSE,FALSE
HENLEY BEACH,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
PENFIELD,1,0,2016,Not Divided,FALSE,Roll Over,FALSE,FALSE
ROSEWATER,1,0,2016,T-Junction,FALSE,Hit Pedestrian,TRUE,FALSE
BIRDWOOD,1,0,2016,Not Divided,TRUE,Head On,FALSE,FALSE
NORTH ADELAIDE,1,0,2016,Divided Road,FALSE,Hit Pedestrian,FALSE,FALSE
WINDSOR GARDENS,1,0,2016,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
SEMAPHORE SOUTH,5,0,2016,T-Junction,TRUE,Right Angle,FALSE,TRUE
MARION,1,0,2016,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
MONTACUTE,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
BURTON,1,0,2016,Divided Road,FALSE,Rear End,FALSE,FALSE
BACK VALLEY,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
OB FLAT,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
TOWITTA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
TWO WELLS,1,0,2016,Divided Road,FALSE,Hit Fixed Object,TRUE,FALSE
BALHANNAH,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
BLANCHETOWN,1,0,2016,Cross Road,FALSE,Right Turn,FALSE,FALSE
PORT NOARLUNGA,1,0,2016,T-Junction,TRUE,Hit Fixed Object,TRUE,FALSE
OULINA,2,0,2016,Not Divided,TRUE,Hit Animal,FALSE,FALSE
KLEMZIG,1,0,2016,T-Junction,FALSE,Right Turn,FALSE,FALSE
MAWSON LAKES,1,0,2016,Divided Road,TRUE,Hit Fixed Object,FALSE,FALSE
ABERFOYLE PARK,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
TORRENSVILLE,1,0,2016,T-Junction,TRUE,Hit Pedestrian,FALSE,FALSE
ERINGA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
GLENELG NORTH,3,0,2016,Cross Road,FALSE,Hit Fixed Object,TRUE,FALSE
PORT AUGUSTA,1,0,2016,Cross Road,TRUE,Right Turn,FALSE,FALSE
KILBURN,1,0,2016,Cross Road,TRUE,Hit Pedestrian,FALSE,FALSE
BARMERA,1,0,2016,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
OAKDEN HILLS,1,0,2016,Not Divided,TRUE,Head On,FALSE,TRUE
ROWLAND FLAT,3,0,2016,Not Divided,TRUE,Rear End,FALSE,FALSE
HOVE,1,0,2016,Not Divided,TRUE,Hit Object on Road,FALSE,FALSE
YATTALUNGA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
CUDLEE CREEK,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,TRUE
WOODVILLE,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
CLELAND,1,0,2016,Not Divided,TRUE,Head On,FALSE,FALSE
PORT NOARLUNGA SOUTH,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
ADELAIDE,1,0,2016,Cross Road,FALSE,Hit Pedestrian,FALSE,FALSE
MOUNT BARKER,2,0,2016,Freeway,FALSE,Rear End,FALSE,FALSE
NANGKITA,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
VERRAN,1,0,2016,Not Divided,TRUE,Roll Over,FALSE,FALSE
PAYNEHAM,3,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
PETERBOROUGH,1,0,2016,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
CUMBERLAND PARK,1,0,2016,T-Junction,TRUE,Side Swipe,FALSE,FALSE
NORTH MOONTA,1,0,2016,T-Junction,FALSE,Hit Fixed Object,FALSE,FALSE
MOUNT FALKLAND,1,0,2016,Not Divided,FALSE,Roll Over,TRUE,FALSE
KULPARA,3,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
SANDILANDS,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
MEDINDIE,1,0,2016,Cross Road,TRUE,Roll Over,FALSE,FALSE
YANKALILLA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
NOARLUNGA DOWNS,1,0,2016,Divided Road,TRUE,Hit Parked Vehicle,FALSE,FALSE
SALISBURY NORTH,1,0,2016,Not Divided,FALSE,Hit Pedestrian,TRUE,FALSE
GLYNDE,1,0,2016,T-Junction,TRUE,Side Swipe,FALSE,FALSE
OSBORNE,1,0,2016,Not Divided,FALSE,Hit Fixed Object,FALSE,FALSE
WAITPINGA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
MILLBROOK,1,0,2016,T-Junction,TRUE,Hit Fixed Object,FALSE,FALSE
MURRAY BRIDGE,1,0,2016,Not Divided,FALSE,Hit Fixed Object,TRUE,TRUE
ELIZABETH DOWNS,1,0,2016,T-Junction,TRUE,Right Turn,FALSE,FALSE
MOUNT BARKER,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
ETHELTON,1,0,2016,Not Divided,FALSE,Hit Parked Vehicle,FALSE,FALSE
SMITHFIELD,1,0,2016,Not Divided,TRUE,Hit Pedestrian,FALSE,FALSE
BASKET RANGE,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
PROSPECT,1,0,2016,Cross Road,TRUE,Roll Over,FALSE,FALSE
SMITHFIELD PLAINS,2,0,2016,Not Divided,TRUE,Side Swipe,FALSE,FALSE
WARRADALE,1,0,2016,Cross Road,TRUE,Rear End,FALSE,FALSE
SADDLEWORTH,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
WASLEYS,2,0,2016,Cross Road,TRUE,Hit Fixed Object,TRUE,FALSE
DAWESLEY,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,FALSE
GLYNDE,2,0,2016,Divided Road,TRUE,Rear End,FALSE,FALSE
GLANDORE,1,0,2016,Divided Road,TRUE,Hit Pedestrian,FALSE,FALSE
MILLICENT,1,0,2016,Not Divided,FALSE,Hit Pedestrian,FALSE,FALSE
BURRA,1,0,2016,Not Divided,TRUE,Hit Fixed Object,TRUE,FALSE
CRAIGMORE,1,0,2016,Not Divided,FALSE,Hit Pedestrian,TRUE,FALSE
ANGASTON,1,0,2016,Not Divided,FALSE,Hit Object on Road,FALSE,FALSE
HAWTHORN,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
KENT TOWN,1,0,2016,T-Junction,TRUE,Roll Over,FALSE,FALSE
SALISBURY HEIGHTS,1,0,2016,Not Divided,TRUE,Hit Fixed Object,FALSE,TRUE
RISDON PARK,1,0,2016,Cross Road,TRUE,Hit Fixed Object,FALSE,TRUE
RIVERTON,2,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
MOUNT GAMBIER,1,0,2016,Cross Road,TRUE,Right Angle,FALSE,FALSE
MURRAY BRIDGE,1,0,2016,T-Junction,TRUE,Right Angle,FALSE,FALSE
